id,text,misinfo,real
13121,Coronavirus in poultry products has been confirmed by the Bihar Health Department.,1,0
13122,What does Trump actually believe on climate change?,0,1
13123,"After decades of waterfront living, climate change is forcing communities to plan their retreat from the coasts",0,1
13124,"In fact, the trend, while not statistically significant, is downward.""",0,1
13125,RIP: Climate Skeptic sea level expert Swedish paleo-geophysicist Dr. Nils-Axel Mrner  Debunked rising sea fears as 'scaremongering',1,0
13126,Soil damage 'set to fuel climate change',0,1
13127,"California considers environmental laws on single-use plastics, green jobs, paper receipts and more",0,1
13128,Indian economist Raghuram Rajan chaired the IMF webinar on coronavirus.,1,0
13129,Science of Climate Change Is Anything But Settled,0,1
13130,Florida Students Bring COVID Back from Spring Break,0,1
13131,States and cities in Brazil chose not to use chloroquine because of Lancet study,1,0
13132,"Everyone who dies while infected with the SARS-Cov-2 is registered in official documents as ""dead by COVID-19"", even if the death is unrelated (e.g. a car accident)",1,0
13133,"News and media outlet ABP Majha, on the basis of an internal memo of South Central Railway, reported that a special train has been announced to take the stranded migrant workers home.",1,0
13134,McDonald's offers Combo Coupons in Mexico because of COVID-19.,1,0
13135,Conservatives claim Bernie Sanders backs population CONTROL as a way to 'tackle climate change',1,0
13136,Letter: Bumble bee die out is caused in part by climate change,0,1
13137,"Ahead of US election, Europe eyes an ally in climate change fight",1,0
13138,The scariest thing about global warming (and Covid-19),0,1
13139,Global climate strike: students take to the streets  in pictures,0,1
13140,Army Researchers Collaborate on Universal Antibody Test for COVID-19,0,1
13141,"A neighbor of Noia (region of Galicia, Spain) has been infected with the coronavirus.",1,0
13142,"If you are not a carrier of the virus, surgery masks should be worn inside out.",1,0
13143,Schumer Says He Has 'Evidence of Global Warming',1,0
13144,Trump's Bid To Weaken The Next Federal Climate Report Is Likely To Backfire,0,1
13145,The NIH confirms that 5G can cause Covid-19,1,0
13146,This is climate change leadership?  'Californians are in their fourth night of energy blackouts',1,0
13147,Dr. Leonard Coldwell: coronavirus was created artificially for mass chipping.,1,0
13148,UN Chief Warns of a Dangerous Tipping Point on Climate Change,0,1
13149,No proof people died of covid as there was no autopsy,1,0
13150,"The scientific journal Peer J. published relevant data that all those who were vaccinated with the flu vaccine were infected with the so-called Covid-19 and their condition got worse by hospital ""treatments"".",1,0
13151,Business Secretary backs our Green Team initiative to halt climate change,1,0
13152,US scientists call for carbon dioxide scrubbing programme in fight against climate change,0,1
13153,Changing climate could spell doom for black truffles,0,1
13154,"Masks are causing us to breathe the waste from our own body, which favors cancer, causes hypoxia or intoxicates the blood.",1,0
13155,An online report shared tens of thousands of times on Facebook and Twitter claims that one of Britain's first volunteers to be injected with a trial coronavirus vaccine has died.,1,0
13156,"Lip Reading, Facial Expressions: How Masks Make Life Harder for People with Hearing Difficulties",0,1
13157,New York set to ban glass skyscrapers in bid to tackle climate change,0,1
13158,wins Pulitzer Prize for series that detailed environmental devastation in global hot spots,0,1
13159,#EatTheChildren Goes Viral On Twitter As Fake AOC Constituent Loses Her Mind Over Non-Existent Climate Change  AOC Remained Silent,1,0
13160,"""Scaling up contract tracing to combat COVID-19 in Kenya""",0,1
13161,Environmentalists Latest Attempts to Save the Planet May Be the Last Straw,1,0
13162,Community and Close Contact Exposures Associated with COVID-19 Among Symptomatic Adults 18 Years in 11 Outpatient Health Care Facilities - United States,0,1
13163,"Under the influence of hot weather, i.e., high air temperature, the number of patients with coronavirus was supposed to decrease. The novel coronavirus, if it even exists, dies under the high temperature.",1,0
13164,"A press conference from a group calling itself 'Doctors for the truth', shares false or out of context data regarding cures, prevention and the spread of the virus.",1,0
13165,Trump's Latest Environmental Rollback Is A Middle Finger To Common Sense,0,1
13166,Russia said COVID-19 is man-made.,1,0
13167,"Climate change activists shut down London roads, sights",0,1
13168,The Founders of The Environmental Movement Have a Message: Don't Vote For The Green Party,0,1
13169,"""Pass the message: Five steps to kicking out coronavirus""",0,1
13170,Environment Canada issues rare special weather statement for Montreal,1,0
13171,"As the West Burns, the Trump Administration Races to Demolish Environmental Protections",0,1
13172,Green Teen Greta Thunberg Leads Climate Change Protest in North Carolina  Complains World Leaders Are 'Ignoring Kids' Who Know Best (VIDEO),1,0
13173,How Climate-Change Fiction or Cli-Fi Forces Us to Confront the Incipient Death of the Planet,0,1
13174,"The governor of Bahia, Rui Costa, determined that all hydroxychloroquine tablets were confiscated from pharmacies around the state.",1,0
13175,Golden Corral's Juicy Endless Sirloin!' The Commercials CNN Ran During Climate Change Town Hall Were Hilarious!,1,0
13176,Researchers Identify Potent Antibody Cocktail to Treat COVID-19,0,1
13177,USA's energy deprived future if a warmist Prez wins: Facing 'dizzying array' of plans: Rejoin Paris; declare 'climate emergency'; 'Block pipelines'; 'Halt drilling'; Halt fracking; 'Ban all fossil fuel imports & exports',1,0
13178,Doctors Now Can Work Across State Lines in COVID-19 Crisis,0,1
13179,Garlic water can cure novel coronavirus.,1,0
13180,COMMENTARY: COVID-19: Don't Forget About Plasmapheresis,0,1
13181,The Drilldown Carbon tax would return cash to lower-income households study,0,1
13182,"No link between hypertension drugs and COVID-19 risk, study",0,1
13183,Liberals Slam Hickenlooper for Environmental Record,1,0
13184,COVID-19 live updates: Total number of cases passes 3.2 million,0,1
13185,Greta Thunberg to join Bristol climate strike,1,0
13186,Climate Watch: Change Hoax Activists Exhibit Brain-Deadness While Gridlocking Traffic In DC,1,0
13187,18 Italian people are illegally entering the Ivory Coast to flee the coronavirus.,1,0
13188,Malaria and COVID-19: country perspectives,0,1
13189,Sally Field arrested at Jane Fonda's climate protest,0,1
13190,"Two doctors in Bakersfield, California said at a press conference that isolation measures affect the immune system and that unrestrictive controls in countries like Sweden have worked.",1,0
13191,"From pandemics to climate change, the real problem is capitalism itself",1,0
13192,"President Donald Trump is ""announcing tomorrow that the U.S. is going into quarantine for the next 14 days.""",1,0
13193,MPs vote on declaring 'climate emergency',0,1
13194,Italian PM said that the country has surrendered to the COVID-19 pandemic,1,0
13195,Who Won The Debate Among Voters Who Prioritize Electability? Health Care? Climate Change?,0,1
13196,"Economy, Pandemic Overshadow Climate for Young U.S. Voters",0,1
13197,"The director of Mohamed Boudiaf Hospital in Bouira, Algeria, is trying to commit suicide by throwing himself from the third floor, due to pressure from the family of a woman who died of COVID-19.",1,0
13198,Florida Teen Dies from Brain-Eating Amoeba,0,1
13199,"Dead bodies wrapped in these white cloths are those of the people who died of COVID-19 in Osmania Hospital, in the city of Hyderabad, India.",1,0
13200,"Turbulence is getting worse because of climate change, study proves as it finds serious injuries have doubled since the 1980s",0,1
13201,We need to build a new economic system if we are to deal with climate change,0,1
13202,"""Over My Dead Body"": Louisiana Senator Responds to Joe Biden's Proposed Climate Shutdown of the US Fossil Fuel Industry",1,0
13203,Why Steve Nash wants to build 'collaborative' Nets environment,1,0
13204,The World Is Embracing SUVs Thats Bad News for the Climate,0,1
13205,The number of new cases of COVID-19 is decreasing in Peru since the 3/19/20.,1,0
13206,Could dogs help detect COVID-19?,0,1
13207,Climate Activist Greta Thunberg: Once You 'Fully Understand' Climate Emergency You Know What You Can Do,1,0
13208,Coronavirus SARS-CoV-2 Infects Cells of the Intestine,0,1
13209,Publications about COVID-19 for Laboratories,0,1
13210,Brett Kavanaughs Environmental Record Looks Like Scott Pruitts,0,1
13211,Doctors Should Watch for Punctured Lungs in COVID Patients,0,1
13212,Chewing raw onions can cure coronavirus.,1,0
13213,The COVID-19 vaccine being developed in China is more effective and cheaper than the one developed by Oxford University.,1,0
13214,White House Tries to Discredit Fauci's Warnings,0,1
13215,US election 2020: Many people concerned about COVID-19 risk,0,1
13216,"Watch: Jane Fonda Arrested Again, with Rosanna Arquette at Climate Change Protest",1,0
13217,Walter Russell Mead: Snooze The Climate Alarms  New study predicts population will drop sharply as developing economies grow,1,0
13218,Gallup Poll: Americans Once Again Rank 'Climate Change' Dead Last As Least Important 'Problem' at 1%,1,0
13219,Venezuelan government published a schedule of 4 phases to reduce quarantine.,1,0
13220,Extreme cold in the US and extreme heat in Australia  all due to climate change,0,1
13221,"A visual guide to the 2020 candidate's positions on healthcare, climate change, guns and more",0,1
13222,Trump: No Mask? Try Scarf for COVID-19 Protection,0,1
13223,An email from the Colombian Ministry of Health informing citizens they must take a compulsory COVID-19 test.,1,0
13224,Prisoners Nearly 6 Times More Likely to Get COVID,0,1
13225,Disinfectant-Linked Poisoning Rises Amid COVID-19,0,1
13226,The WHO says that governments should put aside quarantines,1,0
13227,UN warns climate crisis close to 'point of no return' as climate conference begins,0,1
13228,Ocasio-Cortez: 'Colonial' Cauliflower in Community Gardens Makes Minorities Avoid Environmentalism (VIDEO),1,0
13229,What Maritime Pilots Need to Know about COVID-19,0,1
13230,"In France, the state pays 46 billions a year for its army, but only 1 billion for its inhabitants' health.",1,0
13231,Jewish novelist blames 'climate of fear' in UK for cancelled talks,0,1
13232,Trumps environment czar Pruitt cites unrelenting attacks in resignation letter,1,0
13233,Long-Lasting Immunity Follows Serious COVID Cases,0,1
13234,Nike is giving away free shoes because of the new coronavirus.,1,0
13235,Inhaled Nitric Oxide Explored for COVID-19 Oxygenation,0,1
