id,text,negative,neutral,positive
4407,"@united The guidelines say 10x9x17, my bag is 20x15.7x8.7, so it's a bit taller than the guidelines. Is that gonna be a problem?",0,1,0
4408,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,1,0,0
4409,@USAirways No speciifc email. 1500 character limit for complaints. Is AA/US customer complaints adopting the twitter model?,1,0,0
4410,@JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward,0,0,1
4411,"@USAirways 8 hour delay pho-mia, your airline is bad and getting worse, Foolish for american to merge.  You treat your customers like crap",1,0,0
4412,@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail,1,0,0
4413,@SouthwestAir k thanks :),0,1,0
4414,@united why? So I can waste more of time on this airline to get an automated message? Disappointing as always.,1,0,0
4415,"@JetBlue Very disappointed with the lack of compassion from your baggage services dept. I nearly had to beg get just for a ""courtesy report""",1,0,0
4416,"@VirginAmerica  - Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",0,1,0
4417,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited",1,0,0
4418,@united thanks ^mr i got rebooked already but I lost my first class seat. Such is life.,1,0,0
4419,"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed.",1,0,0
4420,"@USAirways nope, they just announced we're headed back to the gate.",1,0,0
4421,Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,0,1,0
4422,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,1,0,0
4423,@AmericanAir thank you for the update!,0,0,1
4424,@USAirways ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it,1,0,0
4425,@AmericanAir this is all i gotta say to y'all &amp; your staff... for real http://t.co/rKPRxTGvfL,1,0,0
4426,@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend,1,0,0
4427,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????",1,0,0
4428,@united GRK13575M is the file reference,1,0,0
4429,@USAirways thank you! I will be calling you! #CheapOairChat,0,0,1
4430,@USAirways ok thank you! Very helpful! This is why you're my favorite airline!,0,0,1
4431,"@JetBlue if there is a ""processing error"" the  why do you send out full flight tickets and confirmations? #FlySouthwest",1,0,0
4432,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi,1,0,0
4433,@united yes. We waited in line for almost an hour to do so. Some passengers just left not wanting to wait past 1am.,1,0,0
4434,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward,1,0,0
4435,@JetBlue what's going on with flight 669 and how many free trips will I get from this epic inconvenience @anku http://t.co/pEUc0BMij9,1,0,0
4436,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍",0,0,1
4437,@AmericanAir can you help me with a reservation? cant get through on the phone,1,0,0
4438,@USAirways My flight (US558) got Cancelled Flightled on 2/16 due to lack of flight crew.I was told that I'd be reimbursed for hotel. Who do I contact?,1,0,0
4439,@united thanks for ruining my wedding anniversary. Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day,1,0,0
4440,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available,1,0,0
4441,@AmericanAir I need an answer why we can't get into Wichita Falls.,1,0,0
4442,@USAirways the Late Flightr flight to Charleston is leaving before the flight scheduled earlier.  That's so wrong,1,0,0
4443,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic",1,0,0
4444,@USAirways how do I reserve my seat on the AA flight I transfer to from ORD to EVV?,0,1,0
4445,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,1,0,0
4446,@USAirways Sitting in a cesspool of germs on the ground in #PHL for 2 hours now.,1,0,0
4447,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,0,0,1
4448,@SouthwestAir can I please go see @Imaginedragons on friday? I promise I'll only fly Southwest when going back home to NH #MHTforlife,0,1,0
4449,@AmericanAir I know. Just a little cold weather humor. :),0,1,0
4450,@united it wasn't a delay so much as a straight Cancelled Flightlation. Weather wasn't an issue either.,1,0,0
4451,@AmericanAir yikes.,0,1,0
4452,@SouthwestAir your checkin system is #poor,1,0,0
4453,@VirginAmerica can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,0,1,0
4454,@united thank you! Much appreciation for your help.,0,0,1
4455,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,1,0,0
4456,@AmericanAir missing a full days of work thanks guys,1,0,0
4457,@united worked out after all. Thanks for your immediate reply!!,0,0,1
4458,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate,1,0,0
4459,@AmericanAir I'm in MEX.  I need to fly to New York City tomorrow. My new flight on Tuesday is unacceptable. Please help.,1,0,0
4460,@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴,0,0,1
4461,@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.,1,0,0
4462,"@USAirways flt 4439 is on the ground, but you don't have a gate for us at dca. Why is this happening?",1,0,0
4463,LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”,0,0,1
4464,@AmericanAir thanks,0,0,1
4465,@SouthwestAir crazy hold times today. Over an hour now. Help?,1,0,0
4466,@AmericanAir change fee = same price of new ticket... Not logical,1,0,0
4467,@AmericanAir please fix your mobile and desktop site to allow Canadians to select a passenger when checking in. Thanks.,1,0,0
4468,@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/CVba4olcBl http://t.co/wTa5pX70A5,0,1,0
4469,@SouthwestAir I absolutely will. Where can I send it?,0,1,0
4470,@SouthwestAir me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had,1,0,0
4471,@AmericanAir 🙏 in my hotel now. Thank you!,0,0,1
4472,@JetBlue tell your employees that!,1,0,0
4473,"@united thanks, just sent :)",0,0,1
4474,"@AmericanAir i want to change my flight for next week, they will still charge me. Waiting for fligt status",0,1,0
4475,@VirginAmerica SFO-PDX schedule is still MIA.,1,0,0
4476,@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?,1,0,0
4477,@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.,1,0,0
4478,"@United - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.",1,0,0
4479,"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?",1,0,0
4480,"@USAirways flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago.  Sitting in airport, wondering#irritated",1,0,0
4481,"@AmericanAir You've misunderstood. @USAirways WOULD NOT do a same day flight change for me. The gate agent said, ""NO.""",1,0,0
4482,@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines,1,0,0
4483,@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait,1,0,0
4484,@JetBlue Airways Corporation Registers High Short Interest - Wall Street Pulse http://t.co/hXSnv7fbbh,0,1,0
4485,@USAirways why now just announce delay of 4478 from PVD when you knew captain was already on delayed flight coming in? Frustrating,1,0,0
4486,@united flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins),1,0,0
4487,@southwestair #ftw! ✈️ Hope they'll sing us a song on our flight to Phoenix today. (@ Terminal 2 (Humphrey)) https://t.co/mAvIgetbBw,0,1,0
4488,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,1,0,0
4489,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳",1,0,0
4490,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,1,0,0
4491,"@AmericanAir but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?",1,0,0
4492,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol",1,0,0
4493,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f""",1,0,0
4494,@united more people would catch their flights if your attendants had more help!,1,0,0
4495,@AmericanAir .. UMM hello?,0,1,0
4496,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,1,0,0
4497,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,1,0,0
4498,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",1,0,0
4499,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,0,0,1
4500,@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!,1,0,0
4501,"@united Now submitted for the third time, please check and confirm receipt. Have taken screen shots in case it disappears again. Thanks",1,0,0
4502,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,0,1,0
4503,@AmericanAir Will my us air points now be combined with yours?,0,1,0
4504,@usairways I just learned that although there is travel policy and they waive the change fee-you will still be charged a $25 reservation fee,1,0,0
4505,@united just sent - thank you!,0,0,1
4506,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,1,0,0
4507,@SouthwestAir so was there a winner for #DestinationDragons ???,0,1,0
4508,@USAirways don't worry. Used own initiative and arriving much earlier than you planned for me,1,0,0
4509,@VirginAmerica Had to spend 5 hours worrying that items in carryon would be broken/stolen since I couldn't carry them on plane or lock bag.,1,0,0
4510,@USAirways  #USAirways disappoints AGAIN! #Cancelled Flighted flights #Missed appointments #Promised refund is a lie,1,0,0
4511,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw,1,0,0
4512,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,1,0,0
4513,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,0,1,0
4514,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.,1,0,0
